model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_d,param_p,param_q,param_trend,info_mae,info_rmse,info_r2
sarimax,no_wsi_wind,292,2024-10-31 22:00:00,22137.0,22558.38662693452,421.3866269345162,421.3866269345162,177566.68935924917,1.903539896708343,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,293,2024-10-31 23:00:00,21792.0,24312.060415907792,2520.060415907792,2520.060415907792,6350704.499825354,11.564153890907836,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,294,2024-11-01 00:00:00,22038.0,24119.047478943343,2081.047478943343,2081.047478943343,4330758.609616444,9.442996092850525,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,295,2024-11-01 01:00:00,21075.25,23376.267518654266,2301.0175186542656,2301.0175186542656,5294681.621153833,10.918103076609642,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,296,2024-11-01 02:00:00,21148.5,22160.531330104368,1012.031330104368,1012.031330104368,1024207.4131128162,4.785357496294722,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,297,2024-11-01 03:00:00,21559.5,20757.15662756044,-802.3433724395582,802.3433724395582,643754.8872976835,3.721530519906241,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,298,2024-11-01 04:00:00,22892.5,20565.999346961376,-2326.500653038624,2326.500653038624,5412605.288589142,10.162719899694691,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,299,2024-11-01 05:00:00,22770.0,20262.44593519209,-2507.554064807912,2507.554064807912,6287827.387934679,11.012534320627184,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,300,2024-11-01 06:00:00,22647.25,19748.37683691628,-2898.873163083721,2898.873163083721,8403465.615647018,12.800111108776743,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,301,2024-11-01 07:00:00,22421.0,19794.92563026931,-2626.07436973069,2626.07436973069,6896266.595356439,11.712565763032508,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
