model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_batch_size,param_dropout,param_learning_rate,param_max_steps,param_mlp_units_choice,param_n_blocks_choice,info_mae,info_rmse,info_r2
nhits,with_wsi_solar,1531,2024-12-22 13:00:00,935.5,851.81055,-83.689453125,83.689453125,7003.924564361572,8.945959713961027,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1532,2024-12-22 14:00:00,48.0,363.02686,315.02685546875,315.02685546875,99241.9196665287,656.3059487564988,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1533,2024-12-22 15:00:00,9.5,39.17627,29.67626953125,29.67626953125,880.6809732913971,312.3817842106507,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1534,2024-12-22 16:00:00,8.25,-173.9248,-182.1748046875,182.1748046875,33187.65946292877,2208.1794480809945,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1535,2024-12-22 17:00:00,7.25,-293.13232,-300.38232421875,300.38232421875,90229.54070305824,4143.204466267994,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1536,2024-12-22 18:00:00,8.75,-366.85693,-375.60693359375,375.60693359375,141080.56856369972,4292.650664736971,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1537,2024-12-22 19:00:00,7.75,-435.3589,-443.10888671875,443.10888671875,196345.48548913,5717.534014799956,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1538,2024-12-22 20:00:00,8.0,-412.81494,-420.81494140625,420.81494140625,177085.21491074562,5260.186761002891,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1539,2024-12-22 21:00:00,7.5,-257.0044,-264.50439453125,264.50439453125,69962.57472634315,3526.7252557143665,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1540,2024-12-22 22:00:00,6.25,234.88623,228.63623046875,228.63623046875,52274.525882959366,3658.179681646912,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1541,2024-12-22 23:00:00,7.0,889.9429,882.94287109375,882.94287109375,779588.1136152744,12613.469569034329,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1542,2024-12-23 00:00:00,6.0,1583.448,1577.447998046875,1577.447998046875,2488342.1865420938,26290.79992362992,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1543,2024-12-23 01:00:00,6.5,1716.3064,1709.806396484375,1709.806396484375,2923437.913458884,26304.71375159852,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1544,2024-12-23 02:00:00,6.25,1767.7017,1761.45166015625,1761.45166015625,3102711.951067209,28183.22651740684,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1545,2024-12-23 03:00:00,6.25,1913.4829,1907.23291015625,1907.23291015625,3637537.3735830784,30515.72651367484,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1546,2024-12-23 04:00:00,6.0,2203.827,2197.826904296875,2197.826904296875,4830443.101251185,36630.44834389717,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1547,2024-12-23 05:00:00,6.75,2296.3691,2289.619140625,2289.619140625,5242355.809116364,33920.28351456254,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1548,2024-12-23 06:00:00,269.5,2234.2527,1964.752685546875,1964.752685546875,3860253.1153636575,729.0362469291174,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1549,2024-12-23 07:00:00,2148.75,2295.436,146.68603515625,146.68603515625,21516.79290986061,6.826575225389988,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1550,2024-12-23 08:00:00,4928.75,2230.783,-2697.967041015625,2697.967041015625,7279026.154406607,54.73937694162112,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1551,2024-12-23 09:00:00,7158.25,2129.0183,-5029.231689453125,5029.231689453125,25293171.38619953,70.25783801133097,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1552,2024-12-23 10:00:00,7368.75,1720.0325,-5648.717529296875,5648.717529296875,31908009.725785792,76.65774424819962,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1553,2024-12-23 11:00:00,5393.75,1343.8992,-4049.850830078125,4049.850830078125,16401291.745884478,75.08414053433357,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1554,2024-12-23 12:00:00,3126.75,924.56885,-2202.18115234375,2202.18115234375,4849601.827738047,70.43035587548435,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
